Column,char,dialog,movie
912,GRIMA,"No, From The North.One Of The Dunedain Rangersi Thought He Was.His Cloth Was Poor.And Yet He Bore A Strange Ringtwo Serpents With Emerald Eyes.. one Devouringthe Other Crowned With Golden Flowers.",The Two Towers
913,SARUMAN,"The Ring Of Barahir.So Gandalf Greyhamethinks He Has Found Lsildur's Heir.The Lost King Of Gondor.He Is A Fool.The Line Was Broken Years Ago. ,it Matters Not.The World Of Men Shall Fall.It Will Begin At Edoras.",The Two Towers
914,THEODEN,"I Am Ready, Gamling.Bring My Horse.",The Two Towers
915,THEODEN,"This Is Not A Defeat. We Will Return.,we Will Return.",The Two Towers
916,ARAGORN,'-ethelithon.,The Two Towers
917,ARWEN,Estelio Guru L'n Ne Dagor. Ethelithach.,The Two Towers
918,ARAGORN,'-bedin O Gurth Ne Dagor.,The Two Towers
919,ARWEN,O Man Pedich?,The Two Towers
920,ARAGORN,"Edra Le Men, Men Na Guil Edwen. Haer O Auth A N'r A Naeth.",The Two Towers
921,ARWEN,Why Are You Saying This?,The Two Towers
922,ARAGORN,"I Am Mortal. You Are Elf-kind.It Was A Dream, Arwen.Nothing More.",The Two Towers
923,ARWEN,I Don't Believe You.,The Two Towers
924,ARAGORN,This Belongs To You.,The Two Towers
925,ARWEN,It Was A Gift.Keep It.,The Two Towers
926,EOWYN,My Lord?,The Two Towers
927,ARAGORN,She Is Sailing To The Undying Landswith All That Is Left Of Her Kin.,The Two Towers
928,GAMLING,What Is It? Hama?,The Two Towers
929,HAMA,I'm Not Sure.,The Two Towers
930,GAMLING,Wargs!,The Two Towers
931,LEGOLAS,A Scout!,The Two Towers
932,SMEAGOL,"We Told Him To Go Away.And Away He Goes, Precious. ,gone! Gone! Gone!smeagol Is Free!",The Two Towers
933,GOLLUM,Look.Look. See What Smeagol Finds?,The Two Towers
934,GOLLUM,"They Are Young.They Are Tender. They Are Nice.Yes, They Are. Eat Them. Eat Them!",The Two Towers
935,SAM,"You'll Make Him Sick, You Will......Behaving Like That. ,there's Only One Way To Eata Brace Of Coneys.",The Two Towers
936,GOLLUM,"What's It Doing?stupid, Fat Hobbit.It Ruins It.",The Two Towers
937,SAM,What's To Ruin? There's Hardly Any Meaton Them.,The Two Towers
938,SAM,What We Need Is A Few Good Taters.,The Two Towers
939,GOLLUM,"What's Taters, Precious?what's Taters? Eh?",The Two Towers
940,SAM,Po-ta-toes.,The Two Towers
941,SAM,"Boil Them, Mash Themstick Them In A Stew.Lovely, Big, Golden Chipswith A Nice Piece Of Fried Fish.",The Two Towers
942,SAM,Even You Couldn't Say No To That.,The Two Towers
943,GOLLUM,"Oh, Yes, We Could.Spoil A Nice Fish. ,give It To Us Raw... ,...And Wriggling.You Keep Nasty Chips.",The Two Towers
944,SAM,You're Hopeless.,The Two Towers
945,SAM,Mr. Frodo?,The Two Towers
946,SAM,Who Are They?,The Two Towers
947,ARAGORN,You Have Some Skill With A Blade.,The Two Towers
948,EOWYN,Women Of This Country Learned Long Ago:those Without Swordscan Still Die Upon Them.I Fear Neither Death Nor Pain.,The Two Towers
949,ARAGORN,"What Do You Fear, My Lady?",The Two Towers
950,EOWYN,A Cage.To Stay Behind Bars Until Useand Old Age Accept Them.And All Chance Of Valor Has Gonebeyond Recall Or Desire.,The Two Towers
951,ARAGORN,You're A Daughter Of Kings......A Shieldmaiden Of Rohan.I Do Not Think That Would Be Your Fate.,The Two Towers
952,GRIMA,"Theoden Will Not Stay At Edoras.It's Vulnerable. He Knows This.,he Will Expect An Attack On The City.,they Will Flee To Helm's Deep......The Great Fortress Of Rohan.,it Is A Dangerous Road To Takethrough The Mountains.,they Will Be Slow.,they Will Have Women And Childrenwith Them.",The Two Towers
953,SARUMAN,Send Out Your Warg-riders.,The Two Towers
954,SAM,"Hey, Stinker, Don't Go Gettingtoo Far Ahead.",The Two Towers
955,FRODO,Why Do You Do That?,The Two Towers
956,SAM,What?,The Two Towers
957,FRODO,Call Him Names.Run Him Down All The Time.,The Two Towers
958,SAM,"Because.Because That's What He Is, Mr. Frodo.There's Naught Left In Himbut Lies And Deceit.It's The Ring He Wants.It's All He Cares About.",The Two Towers
959,FRODO,"You Have No Idea What It Did To Him......What It's Still Doing To Him.,i Want To Help Him, Sam.",The Two Towers
960,SAM,Why?,The Two Towers
961,THEODEN,What Is It? What Do You See?,The Two Towers
962,ARAGORN,Warg! We're Under Attack!,The Two Towers
963,ARAGORN,Get Them Out Of Here!,The Two Towers
964,THEODEN,All Riders To The Head Of The Column.,The Two Towers
965,GIMLI,Come On. Get Me Up Here. I'm A Rider.Come On!,The Two Towers
966,THEODEN,"You Must Lead The Peopleto Helm's Deep, And Make Haste.",The Two Towers
967,EOWYN,I Can Fight.,The Two Towers
968,THEODEN,"No!you Must Do This, For Me.",The Two Towers
969,THEODEN,Follow Me!,The Two Towers
970,GIMLI,"Forward. I Mean, Charge Forward.",The Two Towers
971,EOWYN,Make For The Lower Ground!,The Two Towers
972,GIMLI,That's It! Go On!,The Two Towers
973,EOWYN,Stay Together!,The Two Towers
974,GIMLI,Bring Your Pretty Face To My Axe.,The Two Towers
975,GOLLUM,Wicked Men.Servants Of Sauron.They Are Called To Mordor.The Dark One Is Gathering All Armiesto Him.It Won't Be Long Now.He Will Soon Be Ready.,The Two Towers
976,SAM,Ready To Do What?,The Two Towers
977,GOLLUM,To Make His War.The Last War That Will Coverall The World In Shadow.,The Two Towers
978,FRODO,"We've Got To Get Moving. Come On, Sam.",The Two Towers
979,SAM,Mr. Frodo.Look.It's An Oliphaunt.,The Two Towers
980,SAM,No One At Home Will Believe This.,The Two Towers
981,FRODO,Smeagol?,The Two Towers
982,FRODO,"We've Lingered Here Too Long.Come On, Sam.",The Two Towers
983,SAM,Wait! We're Innocent Travelers!,The Two Towers
984,FARAMIR,There Are No Travelers In This Land.Only Servants Of The Dark Tower.,The Two Towers
985,FRODO,We Are Bound To An Errand Of Secrecy.Those That Claim To Oppose The Enemywould Do Well Not To Hinder Us.,The Two Towers
986,FARAMIR,"The Enemy? ,his Sense Of Duty Was No Lessthan Yours, I Deem.,you Wonder What His Name Is......Where He Came From.,and If He Was Really Evil At Heart.,what Lies Or Threats Led Himon This Long March From Home.,if He Would Not Rather Have Stayed There......In Peace.,war Will Make Corpses Of Us All.,bind Their Hands.",The Two Towers
987,GIMLI,"It's True, You Don't Seemany Dwarf Women.And In Fact, They Are So Alikein Voice And Appearance......That They're Often Mistakenfor Dwarf Men.",The Two Towers
988,FRODO,Because I Have To Believehe Can Come Back.,The Two Towers
989,SAM,"You Can't Save Him, Mr. Frodo.",The Two Towers
990,FRODO,"What Do You Know About It?nothing! ,i'm Sorry, Sam. I Don't Knowwhy I Said That.",The Two Towers
991,SAM,"I Do. ,it's The Ring.You Can't Take Your Eyes Off It.I've Seen You.You're Not Eating. You Barely Sleep. ,it's Taken Hold Of You, Mr. Frodo. You Have To Fight It.",The Two Towers
992,FRODO,"I Know What I Have To Do, Sam.The Ring Was Entrusted To Me.It's My Task.Mine! My Own!",The Two Towers
993,SAM,Can't You Hear Yourself?don't You Know Who You Sound Like?,The Two Towers
994,GIMLI,"That One Counts As Mine! ,stinking Creature.",The Two Towers
995,LEGOLAS,Aragorn!,The Two Towers
996,GIMLI,Aragorn?,The Two Towers
997,GIMLI,Tell Me What Happenedand I Will Ease Your Passing.,The Two Towers
998,SHARKU,He's......Dead.He Took A Little Tumble Off The Cliff.,The Two Towers
999,LEGOLAS,You Lie.,The Two Towers
1000,THEODEN,Get The Wounded On Horses.The Wolves Of Lsengard Will Return.Leave The Dead.,The Two Towers
1001,THEODEN,Come.,The Two Towers
1002,PEOPLE,"At Last! Helm's Deepthere It Is, Helm's Deep.We're Safe!",The Two Towers
1003,LADY,"We're Safe, My Lady.Thank You.",The Two Towers
1004,FREDA,Mama!,The Two Towers
1005,MORWEN,Eothain!freda!,The Two Towers
1006,EOWYN,Where Is The Rest?,The Two Towers
1007,SOLDIER,"This Is All We Could Save, My Lady.",The Two Towers
1008,EOWYN,Take It To The Caves.,The Two Towers
1010,THEODEN,"Simbelmyne. Ever Has It Grown On The Tombs Of My Forebearers.,now It Shall Cover The Grave Of My Son. Alas That These Evil Days Should Be Mine. The Young Perish And The Old Linger. That I Should Live......To See The Last Days Of My House.",The Two Towers
1011,GANDALF,Theodred's Death Was Not Of Your Making.,The Two Towers
1012,THEODEN,No Parent Should Have To Bury Their Child.,The Two Towers
1013,GANDALF,"He Was Strong In Life. His Spirit Will Find Its Way To The Halls Of Your Fathers. Westu H'l. Fer'u, Th'odred, Fer'u.",The Two Towers
1014,EOWYN,"They Had No Warning. They Were Unarmed. Now The Wild Men Are Moving Through The Westfold, Burning As They Go. Rick, Cot And Tree.",The Two Towers
1015,FREDA,Where Is Mama?,The Two Towers
1016,ARAGORN,Pull Back! Pull Back!,The Return of the King
1017,SAM,"It's Gone Mr Frodo. The Light's Passed On, Away Towards The North. Something's Drawn Its Gaze.",The Return of the King
1018,ARAGORN,Hold Your Ground! Hold Your Ground!,The Return of the King
1019,ARAGORN,"Sons Of Gondor, Of Rohan, My Brothers. (they Listen To Him.) I See It In Your Eyes, The Same Fear That Would Take The Heart Of Me. A Day May Come When The Courage Of Men Fails, When We Forsake Our Friends And Break All Bonds Of Fellowship, But It Is Not This Day! An Hour Of Wolves And Shattered Shields When The Age Of Men Comes Crashing Down, But It Is Not This Day! This Day We Fight!",The Return of the King
1020,ARAGORN,"By All That You Hold Dear On This Good Earth, I Bid You Stand! Men Of The West!",The Return of the King
1021,GIMLI,Never Thought I'd Die Fighting Side By Side With An Elf.,The Return of the King
1022,GANDALF,The Veiling Shadow That Glowers In The East Takes Shape.Sauron Will Suffer No Rival.From The Summit Of Barad-durhis Eye Watches Ceaselessly.But He Is Not So Mighty Yetthat He Is Above Fear.Doubt Ever Gnaws At Him.The Rumor Has Reached Him.The Heir Of Numenor Still Lives.,The Two Towers
1023,ARAGORN,It's The Beards.,The Two Towers
1024,GIMLI,"This, In Turn, Has Given Riseto The Belief......That There Are No Dwarf Women......And That Dwarves Just Spring Outof Holes In The Ground...",The Two Towers
1025,GIMLI,"...Which Is, Of Course, Ridiculous.",The Two Towers
1026,GIMLI,It's All Right. Nobody Panic.That Was Deliberate.It Was Deliberate.,The Two Towers
1027,THEODEN,I Haven't Seen My Niece Smilefor A Long Time.She Was A Girl When They Broughther Father Back Dead.Cut Down By Orcs.She Watched Her Mothersuccumb To Grief.,The Two Towers
1028,THEODEN,Then She Was Left Aloneto Tend Her King In Growing Fear.Doomed To Wait Upon An Old Manwho Should Have Loved Her As A Father.,The Two Towers
1029,EOWYN,Gimli.?,The Two Towers
1030,GIMLI,"No, I Couldn'ti Really Couldn't.",The Two Towers
1031,GAMLING,Make Way For The King.Make Way For Theoden.Make Way For The King.,The Two Towers
1032,EOWYN,So Few. So Few Of You Have Returned.,The Two Towers
1033,THEODEN,Our People Are Safe.We Have Paid For It With Many Lives.,The Two Towers
1034,GIMLI,My Lady.,The Two Towers
1035,EOWYN,Lord Aragorn......Where Is He?,The Two Towers
1036,GIMLI,He Fell.,The Two Towers
1037,THEODEN,Draw All Our Forces Behind The Wall.Bar The Gate.And Set A Watch On The Surround.,The Two Towers
1038,GAMLING,"What Of Those Who Cannot Fight, My Lord?the Women And Children?",The Two Towers
1039,THEODEN,"Get Them Into The Caves. , Saruman's Arm Will Have Grown Long Indeed If He Thinks He Can Reach Us Here.",The Two Towers
1040,GRIMA,Helm's Deep Has One Weakness.Its Outer Wall Is Solid Rock......But For A Small Culvertat Its Base...... Which Is Little More Than A Drain.,The Two Towers
1041,GRIMA,How? How Can Fire Undo Stone?,The Two Towers
1042,EOWYN,Sssh,The Two Towers
1043,GANDALF,"This Is But A Taste Of The Terror That Saruman Will Unleash. ,all The More Potent For He Is Driven Now By Fear Of Sauron. Ride Out And Meet Him Head On. Draw Him Away From Your Women And Children. , You Must Fight.",The Two Towers
1044,ARAGORN,You Have 2000 Good Men Riding North As We Speak. Eomer Is Loyal To You. His Men Will Return And Fight For Their King.,The Two Towers
1045,THEODEN,They Will Be 300 Leagues From Here By Now. Eomer Cannot Help Us. I Know What It Is You Want Of Me......But I Will Not Bring Further Death To My People. I Will Not Risk Open War.,The Two Towers
1046,ARAGORN,"Open War Is Upon You, Whether You Would Risk It Or Not.",The Two Towers
1047,THEODEN,"When Last I Looked......Theoden, Not Aragorn, Was King Of Rohan.",The Two Towers
1048,HAMA,By Order Of The King......The City Must Empty. We Make For The Refuge Of Helm's Deep.,The Two Towers
1049,HAMA,Do Not Burden Yourself With Treasures. Take Only What Provisions You Need.,The Two Towers
1050,GANDALF,Helm's Deep.,The Two Towers
1051,GIMLI,They Flee To The Mountains When They Should Stand And Fight. Who Will Defend Them If Not Their King?,The Two Towers
1052,ARAGORN,He's Only Doing What He Thinks Is Best For His People. Helm's Deep Has Saved Them In The Past.,The Two Towers
1053,GANDALF,"There Is No Way Out Of That Ravine. Theoden Is Walking Into A Trap. He Thinks He's Leading Them To Safety. What They Will Get Is A Massacre. Theoden Has A Strong Will, But I Fear For Him. I Fear For The Survival Of Rohan. , He Will Need You Before The End, Aragorn. The People Of Rohan Will Need You. ,the Defenses , To Hold.",The Two Towers
1054,LEGOLAS,"What About Side By Side With A Friend? ,",The Return of the King
1055,GIMLI,Aye! I Could Do That.,The Return of the King
1056,SAM,"Do You Remember The Shire Mr Frodo? It Will Be Spring Soon And The Orchards Will Be In Blossom. And The Birds Will Be Nesting In The Hazel Thickets. (he Is Crying.) And They Will Be Sowing The Summer Barley In The Lower Fields, (frodo Opens His Eyes And Looks At Him.) And Eating The First Of The Strawberries And Cream. Do You Remember The Taste Of Strawberries?",The Return of the King
1057,FRODO,"No Sam. I Can't Recall The Taste Of Food, Nor The Sound Of Water Or The Touch Of Grass. I'm Naked In The Dark. There's' There's Nothing, No Veil Between Me And The Wheel Of Fire. ,i Can See Him With My Waking Eyes!",The Return of the King
1058,SAM,"Then Let Us Be Rid Of It Once And For All! Come On Mr Frodo, I Can't Carry It For You, But I Can Carry You! Come On!",The Return of the King
1059,EYE OF SAURON,"Aragorn! , Elessar!",The Return of the King
1060,ARAGORN,For Frodo.,The Return of the King
1061,SAM,"Look Mr Frodo, A Doorway! We're Almost There!",The Return of the King
1062,GOLLUM,"Clever Hobbits To Climb So High! ,mustn't Go That Way. Mustn't Hurt The Precious!",The Return of the King
1063,FRODO,You Swore! You Swore On The Precious!,The Return of the King
1064,GANDALF,"Sauron Fears You, Aragorn.He Fears What You May Become.And So He'll Strike Hard And Fastat The World Of Men.He Will Use His Puppet Sarumanto Destroy Rohan.War Is Coming.Rohan Must Defend Itselfand Therein Lies Our First Challenge......For Rohan Is Weak And Ready To Fall. ,the King's Mind Is Enslavedit's An Old Device Of Saruman's.His Hold Over King Theodenis Now Very Strong.Sauron And Sarumanare Tightening The Noose.But For All Their Cunning......We Have One Advantage. The Ring Remains Hidden.And That We Should Seek To Destroy It......Has Not Yet Enteredtheir Darkest Dreams. And So The Weapon Of The Enemyis Moving Towards Mordor......In The Hands Of A Hobbit.Each Day Brings It Closerto The Fires Of Mount Doom. We Must Trust Now In Frodo.Everything Depends Upon Speed......And The Secrecy Of His Quest.",The Two Towers
1065,GANDALF,Do Not Regret Your Decision To Leave Him.Frodo Must Finish This Task Alone.,The Two Towers
1066,ARAGORN,He's Not Alone.Sam Went With Him.,The Two Towers
1067,GANDALF,"Did He?did He, Indeed? Good. Yes, Very Good.",The Two Towers
1068,GOLLUM,The Black Gate Of Mordor.,The Two Towers
1069,SAM,"Oh, Save Us.My Old Gaffer Would Have A Thing Or Twoto Say If He Could See Us Now.",The Two Towers
1070,GOLLUM,Master Says To Show Himthe Way Into Mordor.So Good Smeagol Doesmaster Says So.,The Two Towers
1071,FRODO,I Did.,The Two Towers
1072,SAM,"That's It, Then.We Can't Get Past That.",The Two Towers
1073,SAM,Look!the Gate.It's Opening!i Can See A Way Down.,The Two Towers
1074,FRODO,"Sam, No!",The Two Towers
1075,EOWYN,"I Made Some Stew.It Isn't Much, But It's Hot.",The Two Towers
1076,ARAGORN,"Thank You. ,it's Good.",The Two Towers
1077,EOWYN,Really?,The Two Towers
1078,EOWYN,"My Uncle Told Me A Strange Thing.He Said That You Rode To Warwith Thengel, My Grandfather.But He Must Be Mistaken.",The Two Towers
1079,ARAGORN,King Theoden Has A Good Memory.He Was Only A Small Child At The Time.,The Two Towers
1080,EOWYN,Then You Must Be At Least 60.,The Two Towers
1081,EOWYN,Seventy?but You Cannot Be 80!,The Two Towers
1082,ARAGORN,Eighty-seven.,The Two Towers
1083,EOWYN,You Are One Of The Dunedain.A Descendant Of Numenorblessed With Long Life.It Was Said That Your Racehad Passed Into Legend.,The Two Towers
1084,ARAGORN,There Are Few Of Us Left.The Northern Kingdomwas Destroyed Long Ago.,The Two Towers
1085,EOWYN,"I'm Sorry. Please, Eat.",The Two Towers
1086,PIPPIN,Did We Lose Him? I Think We Lost Him.,The Two Towers
1087,ORC,I'm Going To Rip Outyour Filthy Little Innards!,The Two Towers
1088,ORC,Come Here!,The Two Towers
1089,MERRY,Trees. Climb A Tree.,The Two Towers
1090,GRIMA,What Kind Of Devicecould Bring Down The Wall?,The Two Towers
1091,SARUMAN,If The Wall Is Breachedhelm's Deep Will Fall.,The Two Towers
1092,GRIMA,"Even If It Is Breached, It Would Takea Number Beyond Reckoning......Thousands, To Storm The Keep.",The Two Towers
1093,SARUMAN,Tens Of Thousands.,The Two Towers
1094,GRIMA,"But, My Lord, There Is No Such Force.",The Two Towers
1095,SARUMAN,A New Power Is Rising.Its Victory Is At Hand.,The Two Towers
1096,SARUMAN,This Night......The Land Will Be Stainedwith The Blood Of Rohan!march To Helm's Deep!leave None Alive!,The Two Towers
1097,SARUMAN,To War!,The Two Towers
1098,SARUMAN,There Will Be No Dawn For Men.,The Two Towers
1099,PIPPIN,Look. There's Smoke To The South.,The Two Towers
1100,TREEBEARD,There Is Always Smoke Rising......From Lsengard These Days.,The Two Towers
1101,MERRY,Isengard?,The Two Towers
1102,TREEBEARD,There Was A Time......When Saruman Would Walk In My Woods.But Now He Has A Mind Of Metal......And Wheels.He No Longer Cares For Growing Things.,The Two Towers
